chromophore,solvent,absorption,emission,q_yield,mwt,s_shift,charge
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CN(C)C=O,329.0,,,289.3331,,0
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC#N,328.0,395.0,,289.3331,67.0,0
Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CS(C)=O,329.0,396.0,,289.3331,67.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCC,341.0,410.0,,289.3331,69.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCC,346.0,428.0,,289.3331,82.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1CCCCC1,348.0,410.0,,289.3331,62.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1COCCO1,341.0,414.0,,289.3331,73.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,c1ccccc1,345.0,414.0,,289.3331,69.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,Cc1ccccc1,342.0,410.0,,289.3331,68.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,Cc1ccccc1C,382.0,414.0,,289.3331,32.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOCC,345.0,427.0,,289.3331,82.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,ClC(Cl)Cl,343.0,415.0,,289.3331,72.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOC(C)=O,340.0,412.0,,289.3331,72.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCOC(C)=O,346.0,410.0,,289.3331,64.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCCCO,346.0,420.0,,289.3331,74.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCCO,348.0,413.0,,289.3331,65.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCO,346.0,413.0,,289.3331,67.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCO,346.0,419.0,,289.3331,73.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)CO,344.0,410.0,,289.3331,66.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)O,344.0,,,289.3331,,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)=O,342.0,423.0,,289.3331,81.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCO,345.0,415.0,,289.3331,70.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCO,,415.0,,289.3331,,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,N#Cc1ccccc1,341.0,,,289.3331,,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CO,342.0,415.0,,289.3331,73.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CN(C)C=O,345.0,423.0,,289.3331,78.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC#N,350.0,424.0,,289.3331,74.0,0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,OCCO,,405.0,,289.3331,,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCC,367.0,,,289.3331,,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCCCC1,353.0,413.0,,289.3331,60.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1COCCO1,367.0,410.0,,289.3331,43.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,c1ccccc1,366.0,410.0,,289.3331,44.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,Cc1ccccc1,381.0,411.0,,289.3331,30.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,Cc1ccccc1C,359.0,412.0,,289.3331,53.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCOCC,363.0,420.0,,289.3331,57.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClC(Cl)Cl,356.0,410.0,,289.3331,54.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCOC(C)=O,367.0,409.0,,289.3331,42.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCOC1,355.0,412.0,,289.3331,57.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClCCl,356.0,415.0,,289.3331,59.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCCO,355.0,414.0,,289.3331,59.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCO,354.0,410.0,,289.3331,56.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCO,355.0,410.0,,289.3331,55.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCO,353.0,395.0,,289.3331,42.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)CO,352.0,409.0,,289.3331,57.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)O,352.0,406.0,,289.3331,54.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)=O,366.0,410.0,,289.3331,44.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCO,351.0,410.0,,289.3331,59.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCO,350.0,408.0,,289.3331,58.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,N#Cc1ccccc1,357.0,410.0,,289.3331,53.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC#N,349.0,410.0,,289.3331,61.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,OCCO,349.0,415.0,,289.3331,66.0,0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CS(C)=O,373.0,410.0,,289.3331,37.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CCCCCCC,319.0,391.0,0.002,336.2481,72.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1CCCCC1,321.0,378.0,0.004,336.2481,57.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1COCCO1,319.0,386.0,0.004,336.2481,67.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1CCOC1,322.0,391.0,0.006,336.2481,69.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CN(C)C=O,322.0,396.0,0.016,336.2481,74.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CC#N,321.0,387.0,0.015,336.2481,66.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CCO,323.0,386.0,0.052,336.2481,63.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,OCCO,326.0,392.0,0.182,336.2481,66.0,0
N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,O,324.0,397.0,0.497,336.2481,73.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,Cc1ccccc1,373.0,430.0,0.116,360.38828,57.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,ClC(Cl)Cl,378.0,441.0,0.036,360.38828,63.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,ClCCl,372.0,438.0,0.092,360.38828,66.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C1CCOC1,368.0,437.0,0.037,360.38828,69.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC(C)=O,365.0,458.0,0.055,360.38828,93.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CCOC(C)=O,366.0,429.0,0.048,360.38828,63.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CN(C)C=O,367.0,445.0,0.192,360.38828,78.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CS(C)=O,369.0,449.0,0.209,360.38828,80.0,0
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CO,367.0,439.0,0.025,360.38828,72.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,Cc1ccccc1,453.0,495.0,0.014,387.45798,42.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,ClC(Cl)Cl,454.0,522.0,0.04,387.45798,68.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,ClCCl,448.0,535.0,0.04,387.45798,87.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,C1CCOC1,446.0,518.0,0.029,387.45798,72.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CCOC(C)=O,441.0,515.0,0.039,387.45798,74.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CN(C)C=O,449.0,557.0,0.033,387.45798,108.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CS(C)=O,454.0,570.0,0.083,387.45798,116.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CC#N,442.0,561.0,0.023,387.45798,119.0,0
CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,CO,446.0,560.0,0.003,387.45798,114.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,Cc1ccccc1,472.0,576.0,0.103,375.44698,104.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,ClC(Cl)Cl,479.0,532.0,0.008,375.44698,53.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,ClCCl,476.0,547.0,0.004,375.44698,71.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,C1CCOC1,468.0,532.0,0.003,375.44698,64.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CC(C)=O,470.0,537.0,0.001,375.44698,67.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CCOC(C)=O,465.0,533.0,0.003,375.44698,68.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CN(C)C=O,478.0,524.0,0.003,375.44698,46.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CS(C)=O,483.0,552.0,0.018,375.44698,69.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CC#N,471.0,511.0,0.002,375.44698,40.0,0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CO,475.0,525.0,0.012,375.44698,50.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,Cc1ccccc1,485.0,587.0,0.559,437.51786,102.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,ClC(Cl)Cl,491.0,626.0,0.142,437.51786,135.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,ClCCl,485.0,631.0,0.022,437.51786,146.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,C1CCOC1,473.0,630.0,0.037,437.51786,157.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CC(C)=O,472.0,540.0,0.003,437.51786,68.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CN(C)C=O,478.0,520.0,0.024,437.51786,42.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CS(C)=O,482.0,553.0,0.032,437.51786,71.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CC#N,475.0,518.0,0.002,437.51786,43.0,0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,CO,477.0,597.0,0.021,437.51786,120.0,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,ClCCl,,,0.205,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,C1CCOC1,,,0.327,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CCOC(C)=O,,,0.614,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,C1COCCO1,,,0.988,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CC(C)=O,,,0.109,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CN(C)C=O,,,0.561,560.71608,,0
CCC1(CC)c2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(N(C)c3ccc(OC)cc3)cc21,CS(C)=O,,,0.176,560.71608,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,ClCCl,,,0.184,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CCOC(C)=O,,,0.342,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1COCCO1,,,0.625,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC(C)=O,,,0.263,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CC#N,,,0.255,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CN(C)C=O,,,0.602,588.76984,,0
CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,CS(C)=O,,,0.317,588.76984,,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,480.0,600.0,0.624,558.74396,120.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,462.0,572.0,0.355,558.74396,110.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,444.0,552.0,0.584,558.74396,108.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,460.0,617.0,0.862,558.74396,157.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,458.0,575.0,0.486,558.74396,117.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,428.0,531.0,0.229,558.74396,103.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,412.0,593.0,0.894,558.74396,181.0,0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430.0,514.0,0.611,558.74396,84.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,486.0,595.0,0.072,572.77084,109.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,466.0,622.0,0.694,572.77084,156.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,460.0,590.0,0.185,572.77084,130.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,474.0,621.0,0.586,572.77084,147.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,464.0,576.0,0.397,572.77084,112.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,434.0,518.0,0.009,572.77084,84.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,424.0,605.0,0.777,572.77084,181.0,0
CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,433.0,520.0,0.475,572.77084,87.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,470.0,584.0,0.005,586.79772,114.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,456.0,597.0,0.405,586.79772,141.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,464.0,618.0,0.969,586.79772,154.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,464.0,574.0,0.223,586.79772,110.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,430.0,496.0,0.025,586.79772,66.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,418.0,504.0,0.651,586.79772,86.0,0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430.0,517.0,0.622,586.79772,87.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,479.0,594.0,0.047,600.8246,115.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,464.0,651.0,0.458,600.8246,187.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,462.0,654.0,0.443,600.8246,192.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,465.0,574.0,0.251,600.8246,109.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,427.0,554.0,0.105,600.8246,127.0,0
CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,426.0,605.0,0.638,600.8246,179.0,0
CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,Cc1ccccc1,405.0,476.0,0.67,444.60132,71.0,0
CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,CC#N,401.0,544.0,0.23,444.60132,143.0,0
CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,CC#N,397.0,539.0,,384.5058,142.0,0
CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,Cc1ccccc1,410.0,490.0,0.71,375.49474,80.0,0
CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,CC#N,404.0,541.0,0.28,375.49474,137.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCCC,339.0,399.0,,269.34286,60.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1CCCCC1,339.0,400.0,,269.34286,61.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1CCOC1,342.0,406.0,,269.34286,64.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCOC(C)=O,340.0,405.0,,269.34286,65.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,ClC(Cl)Cl,337.0,401.0,,269.34286,64.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,ClCCl,335.0,412.0,,269.34286,77.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CN(C)C=O,344.0,409.0,,269.34286,65.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC(C)(C)O,345.0,410.0,,269.34286,65.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CS(C)=O,346.0,415.0,,269.34286,69.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC#N,334.0,411.0,,269.34286,77.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC(C)O,340.0,412.0,,269.34286,72.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCO,340.0,414.0,,269.34286,74.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCO,340.0,414.0,,269.34286,74.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CO,341.0,416.0,,269.34286,75.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,OCCO,342.0,421.0,,269.34286,79.0,0
Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,O,342.0,452.0,,269.34286,110.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,338.0,401.0,,283.36974,63.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,340.0,404.0,,283.36974,64.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,341.0,407.0,,283.36974,66.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,344.0,408.0,,283.36974,64.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,341.0,407.0,,283.36974,66.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,339.0,413.0,,283.36974,74.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,335.0,413.0,,283.36974,78.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,346.0,413.0,,283.36974,67.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0,411.0,,283.36974,65.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,347.0,417.0,,283.36974,70.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,338.0,411.0,,283.36974,73.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,343.0,413.0,,283.36974,70.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,343.0,414.0,,283.36974,71.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,342.0,417.0,,283.36974,75.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,343.0,426.0,,283.36974,83.0,0
COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,343.0,440.0,,283.36974,97.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,341.0,400.0,,267.37074,59.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,344.0,408.0,,267.37074,64.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,344.0,409.0,,267.37074,65.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,346.0,415.0,,267.37074,69.0,0
Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0,415.0,,267.37074,74.0,0
